,exp_id,epochs,batch_size,lr,lr_scheduler,optimizer,kernel_size,stgcn,tpcnn,data_id,n,num_gridcells,prob,neighborhood,timewindow,eta,num_features,run_time,train_mse,train_mae,train_kld,valid_mse,valid_mae,valid_kld
36,36,500,32,0.001,True,Adam,3,0,0,4,1000,20,0.6,2,100,1.5,5,9.54373522901535,0.0006812075735069811,0.01367139495909214,3.4442583465576173,0.0007028614470203008,0.013853995661650385,3.4398794855390276
37,37,500,32,0.001,False,Adam,3,0,0,4,1000,20,0.6,2,100,1.5,5,6.858506300449371,0.0004307684488594532,0.004309011735022068,3.192524347305298,0.0004501948548880007,0.004324320304606642,3.192990166800363
38,38,500,32,0.001,True,Adam,3,2,0,4,1000,20,0.6,2,100,1.5,5,6.890570412635803,0.0004465221415739507,0.005396393388509751,3.312694330215454,0.00045944492532206435,0.005061813829732793,3.277186019080026
39,39,500,32,0.001,False,Adam,3,2,0,4,1000,20,0.6,2,100,1.5,5,8.79644199705124,0.00044086584588512776,0.004898667875677347,3.2615330982208253,0.00045548361127397845,0.004700312324400459,3.239678382873535
40,40,500,32,0.001,True,Adam,3,10,0,4,1000,20,0.6,2,100,1.5,5,8.339473043441773,0.0007025210908614099,0.009235002771019936,3.383420457839966,0.0007188696680324418,0.009092693217098713,3.368922369820731
41,41,500,32,0.001,False,Adam,3,10,0,4,1000,20,0.6,2,100,1.5,5,9.752652080535889,0.00124588365200907,0.01543494887650013,3.4327463054656984,0.001263594687251108,0.014998901768454484,3.4102911608559743
42,42,500,32,0.001,True,Adam,3,0,2,4,1000,20,0.6,2,100,1.5,5,8.734692882061005,0.0007031629350967705,0.013027833551168442,3.4587392139434816,0.0007694448660393911,0.01340606196650437,3.4487108503069197
43,43,500,32,0.001,False,Adam,3,0,2,4,1000,20,0.6,2,100,1.5,5,6.930222702503205,0.0004004707548301667,0.004506887253373861,3.232970705032349,0.0004270071014096694,0.004589697678706476,3.2359606197902133
44,44,500,32,0.001,True,Adam,3,2,2,4,1000,20,0.6,2,100,1.5,5,6.9963849277496335,0.0004226170084439218,0.005455582421272993,3.2931063556671143,0.0004452379237461303,0.005363359049494777,3.2881649902888705
45,45,500,32,0.001,False,Adam,3,2,2,4,1000,20,0.6,2,100,1.5,5,6.812603755950928,0.0004078670521266758,0.004956126529723406,3.2757242202758787,0.00043379386936846586,0.004905620988990579,3.253769874572754
46,46,500,32,0.001,True,Adam,3,10,2,4,1000,20,0.6,2,100,1.5,5,7.023914063930511,0.002701743682846427,0.02880698747932911,3.4728681373596193,0.002802798058837652,0.029045159263270243,3.4665799822126115
47,47,500,32,0.001,False,Adam,3,10,2,4,1000,20,0.6,2,100,1.5,5,8.13382746553421,0.0020237902738153932,0.023014345169067384,3.431401700973511,0.002128391759470105,0.023522577647651945,3.4341464042663574
48,48,500,32,0.001,True,Adam,3,0,10,4,1000,20,0.6,2,100,1.5,5,6.2606951813697815,0.0002981115668080747,0.007319019008427859,3.416590995788574,0.0005444921220519713,0.007996883243322372,3.4164625576564243
49,49,500,32,0.001,False,Adam,3,0,10,4,1000,20,0.6,2,100,1.5,5,9.280845669746398,0.00025806279154494405,0.006567586194723845,3.3811208724975588,0.0004774767564543124,0.006909610370972327,3.3858692986624583
50,50,500,32,0.001,True,Adam,3,2,10,4,1000,20,0.6,2,100,1.5,5,8.534038045883179,0.00027567246812395754,0.007432566676288843,3.418812189102173,0.0005083668677668486,0.007784970769924777,3.4215614795684814
51,51,500,32,0.001,False,Adam,3,2,10,4,1000,20,0.6,2,100,1.5,5,6.89062149143219,0.00034599517355673017,0.007278919517993927,3.4094766998291015,0.0005110271491243371,0.007711280602961779,3.413496903010777
52,52,500,32,0.001,True,Adam,3,10,10,4,1000,20,0.6,2,100,1.5,5,9.0024631357193,0.003223095405846834,0.03650137826800346,3.4739403438568117,0.0033617688875113216,0.03726964443922043,3.4691408702305386
53,53,500,32,0.001,False,Adam,3,10,10,4,1000,20,0.6,2,100,1.5,5,9.836858496189118,0.001993827261030674,0.02555265761911869,3.47039608001709,0.0020613813706274542,0.025883201775806292,3.464527572904314
54,54,500,32,0.001,True,Adam,5,0,0,4,1000,20,0.6,2,100,1.5,5,7.71718599319458,0.0006779914256185293,0.0136019579321146,3.447844066619873,0.0006996952163587723,0.013788227657122272,3.4404518944876537
55,55,500,32,0.001,False,Adam,5,0,0,4,1000,20,0.6,2,100,1.5,5,8.450230608463288,0.0004301336093340069,0.004608468040823936,3.237116241455078,0.00044873230841143856,0.004672982463879245,3.2376921517508372
56,56,500,32,0.001,True,Adam,5,2,0,4,1000,20,0.6,2,100,1.5,5,8.026454600811004,0.0004408590623643249,0.004870046265423298,3.258181858062744,0.0004555013853990074,0.004690393738980804,3.2388807024274553
57,57,500,32,0.001,False,Adam,5,2,0,4,1000,20,0.6,2,100,1.5,5,9.698567417144776,0.000441046548075974,0.004893276169896126,3.2590246772766114,0.00045575718312258165,0.0047228178674621245,3.242803233010428
58,58,500,32,0.001,True,Adam,5,10,0,4,1000,20,0.6,2,100,1.5,5,7.006510148048401,0.0028825694974511863,0.03156555511057377,3.4669316673278807,0.0029780844426048653,0.03220856615475246,3.4565676280430386
59,59,500,32,0.001,False,Adam,5,10,0,4,1000,20,0.6,2,100,1.5,5,7.020879881381989,0.0004473946965299547,0.005282100439071655,3.2988336086273193,0.0004651358467526734,0.00542241328262857,3.305793489728655
60,60,500,32,0.001,True,Adam,5,0,2,4,1000,20,0.6,2,100,1.5,5,8.85888442325592,0.0007051010173745453,0.013117048479616642,3.4550108337402343,0.0007711809012107551,0.013490337612373489,3.4525339944022044
61,61,500,32,0.001,False,Adam,5,0,2,4,1000,20,0.6,2,100,1.5,5,8.328080063343048,0.0004032904526684433,0.004667921289801598,3.2436355209350585,0.0004315653849127037,0.004808415924864156,3.2423199585505893
62,62,500,32,0.001,True,Adam,5,2,2,4,1000,20,0.6,2,100,1.5,5,8.874227953910827,0.0004049871431197971,0.00482321985065937,3.2724198150634765,0.0004287302477418312,0.00467286744554128,3.2457232815878734
63,63,500,32,0.001,False,Adam,5,2,2,4,1000,20,0.6,2,100,1.5,5,9.092976273536681,0.00040977301192469896,0.005037747249007225,3.2770796394348145,0.0004380763400279518,0.005028062566582646,3.254101140158517
64,64,500,32,0.001,True,Adam,5,10,2,4,1000,20,0.6,2,100,1.5,5,10.296765566349029,0.0018529887078329922,0.023534103557467462,3.4742977237701416,0.001953552111185023,0.023897128977945874,3.465148006166731
65,65,500,32,0.001,False,Adam,5,10,2,4,1000,20,0.6,2,100,1.5,5,8.643871521472931,0.0004250515741296113,0.005887690670788288,3.3413106060028075,0.0004536463529802859,0.006244576203503779,3.3622964790889194
66,66,500,32,0.001,True,Adam,5,0,10,4,1000,20,0.6,2,100,1.5,5,8.669682779312133,0.0004663374728988856,0.011274123378098012,3.4538313293457032,0.0007965863748852696,0.012625998817384243,3.4478469576154436
67,67,500,32,0.001,False,Adam,5,0,10,4,1000,20,0.6,2,100,1.5,5,8.014399207115174,0.000297980927862227,0.006533518377691508,3.3824360370635986,0.0004838054550678602,0.00686073988409979,3.3786513124193465
68,68,500,32,0.001,True,Adam,5,2,10,4,1000,20,0.6,2,100,1.5,5,8.933417150497437,0.0002821386302821338,0.007274658996611834,3.4171238136291504,0.0005138998718133994,0.007776079433304923,3.41618173463004
69,69,500,32,0.001,False,Adam,5,2,10,4,1000,20,0.6,2,100,1.5,5,10.170353845119477,0.00033740907325409354,0.0068792041949927805,3.3833180332183836,0.000516029931272247,0.007293591076242072,3.3808751106262207
70,70,500,32,0.001,True,Adam,5,10,10,4,1000,20,0.6,2,100,1.5,5,11.298090051651,0.0031333235278725624,0.03539294198155403,3.4875227928161623,0.0032452645911169903,0.03600173709647996,3.4808926582336426
71,71,500,32,0.001,False,Adam,5,10,10,4,1000,20,0.6,2,100,1.5,5,9.303769714355468,0.002456454802304506,0.028845424577593804,3.489737033843994,0.002517230642427291,0.028988780453801155,3.4418630259377614
