exp_id,epochs,batch_size,lr,lr_scheduler,optimizer,kernel_size,stgcn,tpcnn,data_id,n,num_gridcells,prob,neighborhood,timewindow,eta,num_features,run_time,train_mse,train_mae,train_kld,valid_mse,valid_mae,valid_kld
7,3,32,0.001,False,Adam,3,10,2,4,1000,20,0.6,2,100,1.5,5,10.073525110880533,0.010425544865429402,0.08085993379354477,3.777210931777954,0.010407049741063799,0.08082553318568639,3.989290271486555
8,3,32,0.001,False,Adam,3,10,2,4,1000,20,0.6,2,100,1.5,5,11.180250565210978,0.010430774465203286,0.08087149024009704,3.803031225204468,0.010411725778664862,0.08083950408867427,4.067197322845459
